States,Rainfall,Ground Water,Temperature,Soil type,Season,Crops,Fertilisers required,Cost of cultivation,Expected revenues,Quantity of seeds per hectare,Duration of cultivation,Demand of crop,Crops for mixed cropping
Rajasthan,48.8,32.0,30.5,Clayey,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
Rajasthan,48.8,32.0,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
West Bengal,250.0,9.0,30.5,Clayey,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
West Bengal,250.0,9.0,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
Dadra Nagar Haveli and Daman and Diu,89.0,2.0,30.5,Clayey,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
Dadra Nagar Haveli and Daman and Diu,89.0,2.0,30.5,Alluvial,Kharif,Paddy (CNI 383-5-11),"Potassium,Urea",22810,63851.8391,25kg,105-121,High,"Gram, Groundnut"
Gujarat,115.7,35.0,31.0,Clayey,Kharif,Paddy IGKVR-1 (IET 19569),"Potassium,Urea",22810,63851.8391,25kg,105-122,High,"Gram, Groundnut"
Gujarat,115.7,35.0,31.0,Alluvial,Kharif,Paddy IGKVR-1 (IET 19569),"Potassium,Urea",22810,63851.8391,25kg,105-122,High,"Gram, Groundnut"
Rajasthan,48.8,32.0,31.0,Clayey,Kharif,Paddy IGKVR-1 (IET 19569),"Potassium,Urea",22810,63851.8391,25kg,105-122,High,"Gram, Groundnut"
Rajasthan,48.8,32.0,31.0,Alluvial,Kharif,Paddy IGKVR-1 (IET 19569),"Potassium,Urea",22810,63851.8391,25kg,105-122,High,"Gram, Groundnut"
Gujarat,115.7,35.0,20.5,Clayey,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
Gujarat,115.7,35.0,20.5,Alluvial,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
Gujarat,115.7,35.0,20.5,Black,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
Rajasthan,48.8,32.0,20.5,Clayey,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
Rajasthan,48.8,32.0,20.5,Alluvial,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
Rajasthan,48.8,32.0,20.5,Black,rabi,Onion,NPK,77850,"1,00,000",15kg,80-150,High,Cabbage
Haryana,47.5,15.0,22.5,Alluvial,Kharif,Cotton CNH012,NPK,28286,"63,000",3kg,80-150,High,"Lentil, Gram, pea"
Manipur,148.8,4.0,22.5,Alluvial,Kharif,Cotton CNH012,NPK,28286,"63,000",3kg,80-150,High,"Lentil, Gram, pea"
Sikkim,299.5,50.0,22.5,Alluvial,Kharif,Cotton CNH012,NPK,28286,"63,000",3kg,80-150,High,"Lentil, Gram, pea"
Andaman and Nicobar Island,277.0,3.5,22.5,Alluvial,Kharif,Cotton CNH012,NPK,28286,"63,000",3kg,80-150,High,"Lentil, Gram, pea"
Haryana,47.5,15.0,23.0,Alluvial,Kharif,Cotton CICR-3 (CISA 614),NPK,28286,"63,000",3kg,105-120,High,"Lentil, Gram, pea"
Manipur,148.8,4.0,23.0,Alluvial,Kharif,Cotton CICR-3 (CISA 614),NPK,28286,"63,000",3kg,105-120,High,"Lentil, Gram, pea"
Andaman and Nicobar Island,277.0,3.5,23.0,Alluvial,Kharif,Cotton CICR-3 (CISA 614),NPK,28286,"63,000",3kg,105-120,High,"Lentil, Gram, pea"
Haryana,47.5,15.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Haryana,47.5,15.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Himachal Pradesh,127.5,22.0,30.5,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Himachal Pradesh,127.5,22.0,30.5,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Karnataka,121.4,22.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Karnataka,121.4,22.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Kerela,315.7,20.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Kerela,315.7,20.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Maharashtra,246.0,3.2,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Maharashtra,246.0,3.2,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Meghalaya,117.5,4.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Meghalaya,117.5,4.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Punjab,60.0,8.9,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Rajasthan,48.8,32.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Tamil Nadu,145.0,16.67,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Tamil Nadu,145.0,16.67,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Telangana,87.5,8.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Telangana,87.5,8.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Tripura,238.5,6.7,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Tripura,238.5,6.7,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Uttar Pradesh,134.65,6.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Uttar Pradesh,134.65,6.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
West Bengal,250.0,9.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
West Bengal,250.0,9.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Dadra Nagar Haveli and Daman and Diu,89.0,2.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Dadra Nagar Haveli and Daman and Diu,89.0,2.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Delhi,90.0,6.7,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Delhi,90.0,6.7,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Jammu and Kashmir,111.5,17.0,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Jammu and Kashmir,111.5,17.0,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Pudducherry,137.5,12.3,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Pudducherry,137.5,12.3,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Ladakh,15.0,22.3,30.0,Clayey,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Ladakh,15.0,22.3,30.0,Alluvial,Kharif,Rice,Urea,22810,63851.8391,25kg,105-120,Rice,"Gram, Groundnut"
Himachal Pradesh,127.5,22.0,15.0,Alluvial,rabi,Flax,"NPK,Sulfur",,,35kg,120-140,Moderate,"Linseed, Legumes"
Meghalaya,117.5,4.0,15.0,Alluvial,rabi,Flax,"NPK,Sulfur",,,35kg,120-140,Moderate,"Linseed, Legumes"
Tamil Nadu,145.0,16.67,15.0,Alluvial,rabi,Flax,"NPK,Sulfur",,,35kg,120-140,Moderate,"Linseed, Legumes"
Delhi,90.0,6.7,15.0,Alluvial,rabi,Flax,"NPK,Sulfur",,,35kg,120-140,Moderate,"Linseed, Legumes"
Himachal Pradesh,127.5,22.0,17.5,Alluvial,rabi,Barley BH-902,NPK,12000,43500,,60-70,Moderate,Wheat
Himachal Pradesh,127.5,22.0,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Himachal Pradesh,127.5,22.0,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Jharkhand,121.4,12.0,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Jharkhand,121.4,12.0,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Madhya Pradesh,235.5,22.0,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Madhya Pradesh,235.5,22.0,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Mizoram,257.0,8.0,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Mizoram,257.0,8.0,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Punjab,60.0,8.9,28.5,Alluvial,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Punjab,60.0,8.9,28.5,Black,rabi,Sunflower,"Calcium,Sulfur",21000,90739.71847,9kg,90-100,High,"Groundnut, Maize"
Jharkhand,121.4,12.0,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Jharkhand,121.4,12.0,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Madhya Pradesh,235.5,22.0,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Madhya Pradesh,235.5,22.0,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Punjab,60.0,8.9,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Punjab,60.0,8.9,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Telangana,87.5,8.0,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Telangana,87.5,8.0,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Uttar Pradesh,134.65,6.0,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Uttar Pradesh,134.65,6.0,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Jammu and Kashmir,111.5,17.0,21.5,Alluvial,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Jammu and Kashmir,111.5,17.0,21.5,Black,Kharif,Maize HQPM-4,Nitrogen,16000,31369.83628,,95-101,High,"Beans, Weeds"
Jharkhand,121.4,12.0,25.0,Black,Kharif,Groundnut Girnar - 3 (PBS 12160),"Superphosphate,Potassium",22507,100177.469,40kg,175-180,High,"Maize, Sunflower, Oilseed"
Punjab,60.0,8.9,25.0,Black,Kharif,Groundnut Girnar - 3 (PBS 12160),"Superphosphate,Potassium",22507,100177.469,40kg,175-180,High,"Maize, Sunflower, Oilseed"
Telangana,87.5,8.0,25.0,Black,Kharif,Groundnut Girnar - 3 (PBS 12160),"Superphosphate,Potassium",22507,100177.469,40kg,175-180,High,"Maize, Sunflower, Oilseed"
Pudducherry,137.5,12.3,25.0,Black,Kharif,Groundnut Girnar - 3 (PBS 12160),"Superphosphate,Potassium",22507,100177.469,40kg,175-180,High,"Maize, Sunflower, Oilseed"
Kerela,315.7,20.0,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Kerela,315.7,20.0,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Kerela,315.7,20.0,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Mizoram,257.0,8.0,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Mizoram,257.0,8.0,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Mizoram,257.0,8.0,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Odisha,215.0,5.0,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Odisha,215.0,5.0,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Odisha,215.0,5.0,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Uttar Pradesh,134.65,6.0,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Uttar Pradesh,134.65,6.0,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Uttar Pradesh,134.65,6.0,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Uttarakhand,164.5,7.5,31.5,Alluvial,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Uttarakhand,164.5,7.5,31.5,Sandy,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Uttarakhand,164.5,7.5,31.5,Black,Kharif,Dry Ginger,NPK,"1,20,155.00","4,32,600.00",500kg,175-180,Moderate,"Potato, Chillies, Brinjal"
Kerela,315.7,20.0,27.0,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Kerela,315.7,20.0,27.0,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Kerela,315.7,20.0,27.0,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Manipur,148.8,4.0,27.0,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Manipur,148.8,4.0,27.0,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Manipur,148.8,4.0,27.0,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Odisha,215.0,5.0,27.0,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Odisha,215.0,5.0,27.0,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Odisha,215.0,5.0,27.0,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Sikkim,299.5,50.0,27.0,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Sikkim,299.5,50.0,27.0,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Sikkim,299.5,50.0,27.0,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Uttar Pradesh,134.65,6.0,27.0,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Uttar Pradesh,134.65,6.0,27.0,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Uttar Pradesh,134.65,6.0,27.0,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Andaman and Nicobar Island,277.0,3.5,27.0,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Andaman and Nicobar Island,277.0,3.5,27.0,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Andaman and Nicobar Island,277.0,3.5,27.0,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Chandigarh,105.5,28.0,27.0,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Chandigarh,105.5,28.0,27.0,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Chandigarh,105.5,28.0,27.0,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Delhi,90.0,6.7,27.0,Latterite,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Delhi,90.0,6.7,27.0,Alluvial,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Delhi,90.0,6.7,27.0,Sandy,rabi,Horse Gram,"Manure,NPK",16610,50058.97238,37kg,120-180,Moderate,Wheat
Madhya Pradesh,235.5,22.0,23.0,Black,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
Madhya Pradesh,235.5,22.0,23.0,Alluvial,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
Punjab,60.0,8.9,23.0,Black,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
Punjab,60.0,8.9,23.0,Alluvial,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
Telangana,87.5,8.0,23.0,Black,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
Telangana,87.5,8.0,23.0,Alluvial,Kharif,Castor Seed,"Phosphorus,Calcium,Sulfur",,,12kg,7.0-10,Moderate,Oil palm seeds
Madhya Pradesh,235.5,22.0,28.0,Black,rabi,Sesame,NPK,,,5kg,40-45,Low,Sunflower. Groundnut
Maharashtra,246.0,3.2,28.0,Black,rabi,Sesame,NPK,,,5kg,40-45,Low,Sunflower. Groundnut
Punjab,60.0,8.9,28.0,Black,rabi,Sesame,NPK,,,5kg,40-45,Low,Sunflower. Groundnut
Telangana,87.5,8.0,28.0,Black,rabi,Sesame,NPK,,,5kg,40-45,Low,Sunflower. Groundnut
Madhya Pradesh,235.5,22.0,27.5,Alluvial,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
Madhya Pradesh,235.5,22.0,27.5,Black,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
Punjab,60.0,8.9,27.5,Alluvial,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
Punjab,60.0,8.9,27.5,Black,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
Tripura,238.5,6.7,27.5,Alluvial,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
Tripura,238.5,6.7,27.5,Black,Kharif,Sugarcane Karan 6 (Co 0239),Nitrogen,24538,893130.4967,40qq,300-450,High,"Maize, Potato"
Maharashtra,246.0,3.2,27.5,Clayey,rabi,Peas,NPK,,,35kg,50-100,Low,Barley
Maharashtra,246.0,3.2,27.5,Black,rabi,Peas,NPK,,,35kg,50-100,Low,Barley
Maharashtra,246.0,3.2,27.5,Alluvial,rabi,Peas,NPK,,,35kg,50-100,Low,Barley
Maharashtra,246.0,3.2,33.5,Clayey,Kharif,Paddy RC Maniphou 11 (IET 20193),"Potassium,Urea",22810,63851.8391,25kg,105-127,High,"Gram, Groundnut"
Maharashtra,246.0,3.2,33.5,Alluvial,Kharif,Paddy RC Maniphou 11 (IET 20193),"Potassium,Urea",22810,63851.8391,25kg,105-127,High,"Gram, Groundnut"
Chandigarh,105.5,28.0,33.5,Clayey,Kharif,Paddy RC Maniphou 11 (IET 20193),"Potassium,Urea",22810,63851.8391,25kg,105-127,High,"Gram, Groundnut"
Chandigarh,105.5,28.0,33.5,Alluvial,Kharif,Paddy RC Maniphou 11 (IET 20193),"Potassium,Urea",22810,63851.8391,25kg,105-127,High,"Gram, Groundnut"
Mizoram,257.0,8.0,31.0,Sandy,Kharif,Cowpea,NPK,,,25kg,45-90,Low,Maize
Mizoram,257.0,8.0,31.0,Black,Kharif,Cowpea,NPK,,,25kg,45-90,Low,Maize
Odisha,215.0,5.0,31.0,Clayey,Kharif,Cowpea,NPK,,,25kg,45-90,Low,Maize
Punjab,60.0,8.9,31.0,Clayey,Kharif,Cowpea,NPK,,,25kg,45-90,Low,Maize
Odisha,215.0,5.0,22.0,Alluvial,Kharif,Maize MCH 36 (Hybrid) (DKC 9099),Nitrogen,16000,31369.83628,,95-102,Moderate,"Beans, Weeds"
Odisha,215.0,5.0,22.0,Black,Kharif,Maize MCH 36 (Hybrid) (DKC 9099),Nitrogen,16000,31369.83628,,95-102,Moderate,"Beans, Weeds"
Rajasthan,48.8,32.0,25.0,Alluvial,rabi,Pulses,"Phosphorus,Calcium,Sulfur,Molybdenum",,,60kg,95-102,High,Miaze
Pudducherry,137.5,12.3,25.0,Alluvial,rabi,Pulses,"Phosphorus,Calcium,Sulfur,Molybdenum",,,60kg,95-102,High,Miaze
Rajasthan,48.8,32.0,28.5,Alluvial,Kharif,Sugarcane Co-0218,Nitrogen,24538,893130.4967,40qq,"300-452",High,"Maize, Potato"
Rajasthan,48.8,32.0,28.5,Black,Kharif,Sugarcane Co-0218,Nitrogen,24538,893130.4967,40qq,"300-452",High,"Maize, Potato"
Uttar Pradesh,134.65,6.0,28.5,Alluvial,Kharif,Sugarcane Co-0218,Nitrogen,24538,893130.4967,40qq,"300-452",High,"Maize, Potato"
Uttar Pradesh,134.65,6.0,28.5,Black,Kharif,Sugarcane Co-0218,Nitrogen,24538,893130.4967,40qq,"300-452",High,"Maize, Potato"
Uttar Pradesh,134.65,6.0,-8.5,Alluvial,rabi,Wheat PDW 314,"Phosphorus,Nitrogen",17714,50166.54,112kg,60-152,Hgh,"Horse Gram, Black Gram, Mustard"
Uttarakhand,164.5,7.5,37.5,Black,winter,Sweet potato,NPK(low),,,37kg,120-125,Low,"Legumes, Chickpea"
Pudducherry,137.5,12.3,23.5,Alluvial,Kharif,Cotton VBCH 2231,NPK,28286,"63,000",3kg,,High,"Lentil, Gram, pea"
